eid,anio,posicion_autor,n_autores_total,nombre_en_fuente,clave_normalizada,clave_apellido,afiliacion_declarada_raw,unidad_academica_raw,unidad_academica,metodo_blando,metodo_duro_publicacion,confianza
2-s2.0-105007922570,2025,5,13,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile, Faculty of Medicine and Science, Universidad San Sebastián, Santiago, 8420524, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85206253906,2024,1,2,Cartaya M.A.,cartaya ma,cartayama,"Medicine, Orthopaedic and Trauma Department, Universidad Finis Terrae Clinica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105026192250,2025,7,14,Orellana Donoso M.,orellana donoso m,orellanadonoso,"Departamento de Morfología, Facultad de Medicina, Universidad Andrés Bello, Santiago, 8370146, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105021421573,2025,6,13,Muzard A.,muzard a,muzard,"Universidad Finis Terrae/Pontificia Universidad Católica de Chile/Millennium Institute for Research in Depression and Personality (MIDAP), Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85180257668,2024,4,6,Puyol F.,puyol f,puyol,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85189442847,2024,1,3,Guevara E.,guevara e,guevara,"Center for Economics and Sustainable Business, Faculty of Economics and Business, Universidad Finis Terrae, Chile",Faculty of Economics and Business,Facultad de Economía y Negocios,True,True,alta
2-s2.0-105013525045,2025,4,7,Castiglioni C.,castiglioni c,castiglioni,"Department of Neurology, Clinica Meds, School of Medicine, Universidad Finis Terrae, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105010237891,2025,1,1,Casals-Hill A.,casals hill a,casalshill,"Universidad Finis Terrae, Santiago de Chile, Chile",,No determinada,True,True,alta
2-s2.0-85210445194,2024,5,6,Rodas C.,rodas c,rodas,"Hospital de Urgencia Asistencia Publica and Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85209377957,2024,1,9,Fernández-Verdejo R.,fernandez verdejo r,fernandezverdejo,"Pennington Biomedical Research Center, Louisiana State University, 6400 Perkins Road, Baton Rouge, LA, United States, Centro de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85209377957,2024,2,9,Gutiérrez-Pino J.,gutierrez pino j,gutierrezpino,"Centro de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85209377957,2024,3,9,Hayes-Ortiz T.,hayes ortiz t,hayesortiz,"Centro de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85209377957,2024,4,9,Zbinden-Foncea H.,zbinden foncea h,zbindenfoncea,"Centro de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Facultad de Ciencias de la Salud, Universidad Francisco de Vitoria, Madrid, Spain",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85209377957,2024,7,9,Tuñón-Suárez M.,tunon suarez m,tunonsuarez,"Centro de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85209377957,2024,8,9,Vargas-Foitzick R.,vargas foitzick r,vargasfoitzick,"Centro de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85191097483,2024,1,4,Giglio A.,giglio a,giglio,"Critical Care Department, Finis Terrae University, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85191097483,2024,3,4,Ferre A.,ferre a,ferre,"Critical Care Department, Finis Terrae University, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Critical Care Program Director, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85191097483,2024,4,4,Reccius A.,reccius a,reccius,"Critical Care Department, Finis Terrae University, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Neurocritical Care Program Director, Finis Terrae University, Santiago, Chile, Neurology Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85191303984,2024,2,4,Giglio A.,giglio a,giglio,"Critical Care Department, Finis Terrae University, Santiago, Chile, Critical Care Department, Clínica Las Condes Hospital, Las Condes, Chile",,No determinada,True,True,alta
2-s2.0-85186625457,2024,2,7,Strauss F.J.,strauss fj,straussfj,"Clinic of Reconstructive Dentistry, Center of Dental Medicine, University of Zurich, Zurich, Switzerland, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile, Department of Conservative Dentistry, Faculty of Dentistry, University of Chile, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-85190753267,2024,9,9,Díaz F.,diaz f,diaz,"Unidad de Paciente Crítico Pediátrico, Departamento de Pediatría, Hospital El Carmen Dr. Luis Valentín Ferrada, Santiago, Chile, Unidad de Investigación y Epidemiología Clínica, Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105045176079,2025,1,1,Avendano B.S.,avendano bs,avendanobs,"Universidad de los Andes, Chile, Santiago, Chile, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,False,media
2-s2.0-105009309845,2025,2,6,Montalva-Valenzuela F.,montalva valenzuela f,montalvavalenzuela,"Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501014, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105017683036,2025,2,2,Valdés C.Á.,valdes ca,valdesca,"Facultad de Educación, Psicología y Familia, Universidad Finis Terrae, Chile",Facultad de Educación,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-105030031270,2025,1,4,López-Soto P.,lopez soto p,lopezsoto,"Instituto de Bioética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105030031270,2025,2,4,Santos M.,santos m,santos,"Instituto de Bioética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105030031270,2025,3,4,Herrera N.,herrera n,herrera,"Sistema de Bibliotecas, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105009885110,2025,1,1,Espinoza A.R.,espinoza ar,espinozaar,"Departamento de Neurología, Clínica Las Condes, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85216717612,2025,2,3,Martínez-Mardones M.B.,martinez mardones mb,martinezmardones,"Colorectal Unit, Surgery Department, Hospital Del Salvador, Santiago, Chile, Universidad Finis Terrae, Medicine School, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85209077922,2025,17,68,Rojas-Costa G.M.,rojas costa gm,rojascosta,"Advanced Epilepsy Center, Clínica las Condes, Santiago, Chile, School of Medicine, Finis Terrae University, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85209077922,2025,18,68,Gálvez M.,galvez m,galvez,"Advanced Epilepsy Center, Clínica las Condes, Santiago, Chile, School of Medicine, Finis Terrae University, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105008900246,2025,2,6,Gaete M.,gaete m,gaete,"Sociedad de Biología del Desarrollo de Chile, Santiago, Chile, Center for Studies and Innovation in Dentistry, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-85215351011,2025,3,7,Cancino-López J.,cancino lopez j,cancinolopez,"Exercise Physiology and Metabolism Laboratory, Escuela de Kinesiología, Universidad Finis Terrae, Santiago, 7501015, Chile",Escuela de Kinesiología,Escuela de Kinesiología,True,True,alta
2-s2.0-105001351276,2024,1,3,López-Arana S.,lopez arana s,lopezarana,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105001351276,2024,2,3,Bustos-Arriagada E.,bustos arriagada e,bustosarriagada,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105001351276,2024,3,3,Castillo O.,castillo o,castillo,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105013199742,2025,1,5,Vasquez F.,vasquez f,vasquez,"Escuela de Nutrición y Dietética, Universidad Finis Terrae, Santiago, 8320000, Chile",Escuela de Nutrición y Dietética,Escuela de Nutrición y Dietética,True,True,alta
2-s2.0-105013199742,2025,2,5,Tiscornia C.,tiscornia c,tiscornia,"Escuela de Nutrición y Dietética, Universidad Finis Terrae, Santiago, 8320000, Chile",Escuela de Nutrición y Dietética,Escuela de Nutrición y Dietética,True,True,alta
2-s2.0-105013199742,2025,3,5,Lorca-Ponce E.,lorca ponce e,lorcaponce,"Escuela de Enfermería, Universidad Finis Terrae, Santiago, 8320000, Chile, Escuela de Kinesiología, Facultad de Arte y Educación Física, Universidad Metropolitana en Ciencias de la Educación, Santiago, 7760170, Chile",Escuela de Enfermería,Escuela de Enfermería,True,True,alta
2-s2.0-105005794899,2025,2,2,Salas-Guzmán N.,salas guzman n,salasguzman,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105020593436,2025,1,6,Pineda T.,pineda t,pineda,"Universidad Andrés Bello, Hospital del Trabajador, Facultad de Medicina, Santiago, Chile, Universidad Finis Terrae, Hospital el Carmen, Facultad de Medicina, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105026244514,2025,1,1,Díaz F.,diaz f,diaz,"Unidad de Paciente Crítico Pediátrico, Hospital El Carmen de Maipú, Santiago, Chile, Unidad de Investigación y Epidemiología Clínica, Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile, LARed Network, United States",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105017463254,2025,2,7,Gubbins V.,gubbins v,gubbins,"Research Center on Subjective Theories, Center for Psychology, Education, and Family Research, Faculty of Education, Psychology, and Family, Finis Terrae University, Santiago, 8320000, Chile",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-105040086008,2025,1,2,Arregui L.M.D.,arregui lmd,arreguilmd,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105040086008,2025,2,2,Zañartu T.V.,zanartu tv,zanartutv,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85199751688,2024,3,6,Metabolism,metabolism,metabolism,"Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85209738764,2025,19,31,De la Fuente M.,de la fuente m,dela,"Center of Biomedical Research (CIBMED), School of Medicine, Faculty of Medicine-Clinica Las Condes, Universidad Finis Terrae, Santiago, Chile, Laboratory of Innate Immunity, Program of Immunology, Institute of Biomedical Sciences, Faculty of Medicine, Universidad de Chile, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105002229956,2025,6,8,Mariotti-Celis M.S.,mariotti celis ms,mariotticelis,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85205228998,2024,1,2,Lagos M.,lagos m,lagos,"Facultad de Ingeniería, Universidad Finis Terrae, Av. Pedro de Valdivia 1509, Providencia, Santiago, Chile",Facultad de Ingeniería,Facultad de Ingeniería,True,True,alta
2-s2.0-105012953195,2025,3,3,Yanine F.F.,yanine ff,yanineff,"Faculty of Engineering, Universidad Finis Terrae, Providencia, Santiago, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-105013654794,2025,2,12,Gutiérrez J.,gutierrez j,gutierrez,"Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105013654794,2025,5,12,Muñoz-Medina C.,munoz medina c,munozmedina,"Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105013654794,2025,6,12,Carriel-Nesvara A.,carriel nesvara a,carrielnesvara,"Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105013654794,2025,11,12,Castro-Sepúlveda M.,castro sepulveda m,castrosepulveda,"Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105009857908,2025,1,2,Franchello M.E.,franchello me,franchellome,"Servicio de Neurología, Hospital Ángel C. Padilla de Tucumán, Tucumán, Argentina, Servicio de Neurología, Clínica las Condes, Santiago, Chile, Centro Pacientes Críticos, Clínica las Condes, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85209134877,2025,3,3,Farsani D.,farsani d,farsani,"Facultad de EducaciónPsicología y Familia, Universidad Finis Terrae, Santiago, Chile","Facultad de Educación, Psicología y Familia",Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85216993871,2025,1,3,Villegas P.A.P.,villegas pap,villegaspap,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85216993871,2025,2,3,Cortina A.H.,cortina ah,cortinaah,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-105003555837,2025,1,1,Vergara K.,vergara k,vergara,"Unidad de Reumatología, Clínica Las Condes, Santiago, Chile, Centro de Paciente Crítico, Clínica Las Condes, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85186319082,2024,1,10,Ramirez P.,ramirez p,ramirez,"Department of Hematology Oncology, Clinica Las Condes, Santiago, Chile and School of Medicine, Universidad Finis Terrae, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105020755054,2025,16,19,Moreno S.,moreno s,moreno,"Urology, Clinica Santa Maria, Universidad Finis Terrae, Santiago, 7520378, Chile",,No determinada,True,True,alta
2-s2.0-105020755054,2025,17,19,Henríquez C.,henriquez c,henriquez,"Urology, Clinica Santa Maria, Universidad Finis Terrae, Santiago, 7520378, Chile",,No determinada,True,True,alta
2-s2.0-85216011073,2024,1,1,Elton Í.A.G.,elton iag,eltoniag,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-105003281114,2025,5,6,Ruiz-Riquelme P.,ruiz riquelme p,ruizriquelme,"Foot and Ankle Surgery Unit, Department of Orthopedics and Traumatology, Clínica Las Condes, Santiago, Chile, Foot and Ankle Surgery Unit, Department of Orthopedic and Traumatology, Hospital Clínico La Florida, Santiago, Chile, School of Medicine, Finis Terrae University, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85203438784,2024,1,3,Pastén-Henríquez B.,pasten henriquez b,pastenhenriquez,"Facultad de Economía y Negocios, Universidad Finis Terrae, Chile",Facultad de Economía y Negocios,Facultad de Economía y Negocios,True,True,alta
2-s2.0-85192535624,2024,1,3,Hartmann Schatloff D.,hartmann schatloff d,hartmannschatloff,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85183428139,2024,10,15,Rojas-Costa G.M.,rojas costa gm,rojascosta,"Department of Radiology, Clínica las Condes, Santiago, Chile, Advanced Epilepsy Center, Clínica las Condes, Santiago, Chile, Join Unit FISABIO-CIPF, Valencia, Spain, School of Medicine, Finis Terrae University, Santiago, Chile, Health Innovation Center, Clínica Las Condes, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85191040175,2024,1,10,Giglio A.,giglio a,giglio,"Critical Care Department, Finis Terrae University, Pedro de Valdivia 1509 Providencia, Santiago, Chile, Critical Care Center, Clinica Las Condes Hospital, Estoril 450, Las Condes, Santiago, Chile",,No determinada,True,True,alta
